complaint_text,mapped_category,urgency_label
"A satirical video about the state of healthcare in the city used a clip of my clinic's waiting room, making it look like my clinic is overcrowded and mismanaged. This has negatively affected my patient footfall.",Defamation,Low
"A patient's relative, who had a dispute with me over the bill, has been posting false, one-star reviews about my clinic, using multiple fake accounts. He is deliberately trying to bring down my online rating.",Defamation,Medium
"A person has been filing multiple, baseless RTI applications with defamatory questions about my hospital's administration. He is misusing the RTI Act to harass and defame the institution.",Defamation,Medium
"A person who was arrested for a crime has falsely named me as his accomplice to the police, possibly to settle an old score. This has caused me immense harassment and has damaged my reputation in my neighborhood.",Defamation,High
A fight broke out between a patient's family and the hospital's security staff after visiting hours were over. The family members became aggressive and assaulted the security guards who were just doing their duty.,Assault,Medium
"I am a junior doctor. The relative of a patient who passed away got angry and slapped me, blaming me for the death. The patient was in a critical condition, and we had done everything we could.",Assault,High
"A man who was denied entry into the ICU to see his relative, because it was not allowed, got angry and pushed a female nurse against the wall. His violent behavior created a panic.",Assault,High
A person who was mentally disturbed entered the hospital and attacked a ward boy with a sharp object without any provocation. The ward boy has been seriously injured.,Assault,High
"During an argument over a hospital bill, the patient's son got aggressive and threw a chair at the billing counter staff. The staff member was injured by the broken glass.",Assault,Medium
Two ambulance drivers got into a physical fight in the hospital parking lot over getting a patient. Their unprofessional behavior caused a huge scene and delayed medical attention.,Assault,Low
"A person, frustrated with the long queue at the OPD, started arguing with others. The argument escalated, and he punched another person who was waiting in the line.",Assault,Medium
A medical representative was physically assaulted and thrown out of a doctor's clinic by the doctor's staff during a disagreement. The use of force was completely unnecessary.,Assault,Medium
A hospital's security guard has been reported for misbehaving and manhandling the relatives of poor patients. He is often rude and has pushed people around.,Assault,Low
A person has been deliberately damaging the expensive diagnostic equipment in a hospital by mishandling it. We suspect it is a disgruntled employee who is trying to cause financial loss to the hospital.,Mischief,High
"Someone has been repeatedly scribbling graffiti and offensive comments on the walls of the hospital, especially near the maternity ward. It is a disgusting act of mischief.",Mischief,Low
"A person, as an act of revenge against a doctor, has deliberately punctured the tires of the doctor's car in the hospital parking lot. This has happened multiple times.",Mischief,Medium
"Someone has been tampering with the elevator controls in the hospital, causing them to stop between floors. This is a dangerous act of mischief that can trap patients and staff.",Mischief,High
"A group of youths have been creating a nuisance in the hospital at night. They make noise, disturb the patients, and have been caught trying to damage the hospital property.",Mischief,Medium
"Someone has been stealing the sanitizers and other small medical supplies from the hospital wards. It is a petty theft, but it is a recurring problem.",Mischief,Low
A person has been deliberately mixing the patient report files to create confusion and chaos in a busy pathology lab. This is a malicious act that can lead to wrong diagnosis and treatment.,Mischief,High
"A disgruntled patient's relative has thrown ink on the main sign board of a doctor's clinic, defacing it completely. This was an act of vengeance.",Mischief,Medium
A person is threatening to file a false medical negligence case against my hospital and me if I do not waive the entire bill for his father's treatment. This is a clear case of blackmail.,Extortion,High
"A person who claims to be a journalist is threatening to publish a negative story about my clinic, alleging unhygienic conditions, unless I pay him a hefty amount. My clinic is perfectly hygienic.",Extortion,High
A person has a video of a minor procedural error made by a junior nurse in my hospital. He is now using this video to blackmail the hospital management for a large sum of money.,Extortion,High
A local political leader is forcing me to give free treatment to his supporters in my private clinic. He has threatened to create problems for my clinic's registration and licenses if I refuse.,Extortion,High
"A person is threatening to file a false police complaint of molestation against a male doctor in our hospital, on behalf of a female relative, unless the doctor pays them a huge sum. This is a dangerous extortion racket.",Extortion,High
"A former employee of my hospital, who was fired for malpractice, is now threatening to reveal confidential patient data unless he is paid a large sum of money. This is a breach of patient privacy and extortion.",Extortion,High
A group of people are threatening to stage a protest and defame my hospital unless I give a job to a person they are recommending. This is a way of extorting a job.,Extortion,Medium
A person whose medical claim was rightfully rejected by the insurance company is now threatening the doctor to issue a false medical certificate so he can re-apply. He is trying to extort a false document through intimidation.,Extortion,High
"A person has been repeatedly entering the restricted area of the hospital, like the operation theatre corridor, despite warnings. He claims he is looking for someone, but his behavior is suspicious.",Criminal Trespass,Medium
"A medical representative was caught entering the ICU without permission, trying to promote his products to the doctors on duty. This is a serious breach of hospital protocol and trespass.",Criminal Trespass,Medium
A person whose relative has passed away is refusing to leave the hospital premises and has been creating a nuisance in the lobby for two days. He is trespassing and disturbing the peace.,Criminal Trespass,Low
A group of people have been found using the hospital's waiting area as a shelter to sleep at night. They are not patients or relatives and are trespassing on private property.,Criminal Trespass,Medium
"A man has been caught trying to enter the maternity ward, pretending to be a hospital staff member. His intentions were not clear, but it was a serious case of trespassing.",Criminal Trespass,High
A person who was denied a job at the hospital has been loitering around the premises and has been caught trying to enter the administrative office. He is a potential security threat.,Criminal Trespass,Medium
"The biomedical waste from a hospital is not being disposed of properly. It is being dumped in the open garbage bin at the back of the hospital, posing a major health and environmental risk.",Public Nuisance,High
"The generator of a private hospital near my house is extremely loud and runs for hours during power cuts, even at night. The noise is a major disturbance for the residents.",Public Nuisance,Medium
"A large number of ambulances are always parked haphazardly outside the main gate of the Civil Hospital, blocking the road and causing a major traffic jam.",Public Nuisance,Medium
"The hospital canteen has been disposing of its food waste in the open, which is attracting a large number of stray dogs and pests. The area has become very unhygienic.",Public Nuisance,Low
A large number of people who come to visit patients are spitting pan masala and littering the hospital corridors and staircases. The place has become very dirty and unhygienic.,Public Nuisance,Low
A medical store near the hospital has been illegally dumping its expired medicines and biomedical waste in the public garbage bin. This is a very dangerous and illegal act.,Public Nuisance,High
"The constant wailing of sirens from the ambulances of a particular hospital, even for non-emergency cases, has become a major source of noise pollution in our residential area.",Public Nuisance,Low
"My husband had a severe heart attack. His family is refusing to pay for his emergency surgery, claiming it is too expensive and that 'his time has come'. They are deliberately neglecting his critical medical need. This is a form of domestic abuse.",Domestic Violence,High
"My wife has a serious mental health condition, but her parents are preventing her from getting professional help, claiming it will bring shame to the family. They are instead taking her to faith healers. Her condition is worsening due to their neglect.",Domestic Violence,High
"My family is forcing my wife, who has just delivered a baby, to do all the household chores. They are not allowing her to rest and recover properly. This is physical cruelty.",Domestic Violence,High
"I am a cancer patient. My husband and his family are taunting me, calling me a burden. They have stopped accompanying me to my chemotherapy sessions. The emotional abuse is making my fight with the disease harder.",Domestic Violence,High
"My husband is refusing to get our child vaccinated, based on some misinformation he has received on social media. He is risking our child's health due to his ignorance and stubbornness.",Domestic Violence,High
"My father-in-law, who has a controlling nature, has been interfering with my medical treatment. He has been questioning the doctor's decisions and trying to force me to take alternative, unproven medicines.",Domestic Violence,Medium
Someone hacked into the online patient portal of a major hospital in Surat and has stolen the personal and medical data of thousands of patients. This data is now reportedly being sold on the dark web.,Cybercrime,High
"A sophisticated phishing scam is targeting doctors. The scammers are creating fake medical conference invitations that, when registered for, steal the doctor's personal and financial information.",Cybercrime,High
"A fake online pharmacy is operating, which is selling counterfeit and expired medicines to unsuspecting customers. This is a major public health risk. I received fake medicines for my blood pressure.",Cybercrime,High
Someone has been using my doctor's credentials to illegally prescribe and procure controlled substances. My doctor only found out when he was alerted by a pharmacy about a suspicious prescription.,Cybercrime,High
"A ransomware attack has crippled a major pathology lab's computer systems. All their patient data and reports are encrypted, and they are unable to operate. The attackers are demanding a huge ransom.",Cybercrime,High
"A hospital's Wi-Fi network was compromised. Hackers were intercepting the data of patients and staff who were using the network, leading to a massive data breach.",Cybercrime,High
A disgruntled employee of a hospital has stolen a database of high-profile patients and is now threatening to leak their sensitive medical information to the media if his demands are not met.,Cybercrime,High
A fake 'health camp' is being promoted on social media. They are collecting personal data and charging a fee for 'tests' that are never conducted. It's a scam to steal data and money.,Cybercrime,High
I was robbed of my phone and wallet by two men on a bike while I was waiting for a bus near the hospital. The area is poorly lit and has become a hotspot for such crimes.,Robbery,High
"A patient's relative, who was angry over the death of his father, came to the hospital with his friends and assaulted the doctor who was on duty. He also vandalized the hospital's property.",Robbery,High
"A gang of robbers, posing as patients, entered a 24/7 medical store late at night. They threatened the pharmacist with a gun and looted all the cash and some valuable medicines.",Robbery,High
A person who had come to visit a patient was robbed of his gold chain and wallet in the hospital's parking lot. The robbers were hiding in a dark corner.,Robbery,Medium
A person was robbed of his belongings by a fake taxi driver who he had hired from outside the hospital. The driver took him to an isolated spot and robbed him.,Robbery,High
"Someone stole my father's medical file, which contained all his reports and prescriptions, from his hospital room. We suspect it was stolen by a relative with whom we have a property dispute, to harass us.",Theft,High
A person has been stealing mobile phones from patients who are sleeping or are in the general ward. He pretends to be a visitor and targets vulnerable patients.,Theft,Medium
Someone stole a life-saving and very expensive injection from the hospital's pharmacy. The theft was discovered during the stock check. It could be an insider's job.,Theft,High
"I am a nurse. Someone stole my purse from the staff changing room while I was on duty. It had my cash, ID cards, and my house keys.",Theft,Medium
"A person stole the wheelchair from the hospital's entrance. He just sat in it, pretended to be a patient, and then his accomplice wheeled him out and they disappeared.",Theft,Low
"A fake education consultant with an office in Adajan has been cheating students. He promises admission to foreign universities, takes a huge processing fee and the student's original documents, and then absconds.",Fraud,High
"A person is running a scam where he claims to have access to 'leaked' papers for the university exams at VNSGU. He is charging desperate students a large amount for these fake papers, exploiting their exam-related stress.",Fraud,High
"A coaching institute for engineering entrance exams has been using the name and branding of a famous institute from Kota, claiming to be its official branch. It is a fraudulent franchise that is misleading students and parents.",Fraud,High
"A person is collecting 'donations' for a non-existent trust that he claims provides scholarships to poor students. He has been visiting colleges and homes, using fake documents to cheat people.",Fraud,Medium
I paid a hefty fee to a 'study abroad' consultant who guaranteed a student visa for Canada. The visa was rejected due to a poorly prepared application. The consultant is now refusing to refund the money as promised in case of rejection.,Fraud,High
"A fake online university is offering degrees for a fee, without any classes or exams. They are cheating students who are looking for a shortcut and are devaluing the education system.",Fraud,High
A school in the Vesu area has been collecting fees for various 'extracurricular activities' that were never conducted throughout the academic year. They are cheating parents by charging for services they did not provide.,Cheating,Medium
"I enrolled my son in a computer programming class that promised '100% placement assistance'. After the course, they have not provided any interviews or job support. Their promise was a false marketing gimmick to cheat students.",Cheating,High
A private college is forcing students to buy expensive textbooks and uniforms only from a specific vendor at an inflated price. This is a clear case of collusion and cheating students for a commission.,Cheating,Medium
A famous tuition class in Surat has been using deceptive advertising. The teachers shown in their ads have already left the institute. They are cheating new students who are joining based on the reputation of those teachers.,Cheating,High
"The school my child attends has been charging a 'building development fee' every year, but the school's infrastructure is in a pathetic condition. The classrooms are poorly maintained, and the washrooms are unhygienic. They are cheating parents.",Cheating,Medium
"I bought a set of expensive reference books from a bookstore, which turned out to be pirated copies. The print is of very poor quality, and many pages are missing. The store is knowingly cheating students.",Cheating,Medium
A private university is running several courses that are not approved by the UGC. They are cheating students by giving them degrees that have no value in the job market.,Cheating,High
"A school is forcing parents to buy expensive tablets and e-learning subscriptions from a particular company, claiming it is mandatory. This is a way of cheating parents for a commission.",Cheating,Medium
A rival tuition class has been spreading false rumors that our institute is shutting down. This is a malicious act of defamation designed to poach our students and harm our business.,Defamation,High
A student who was caught cheating in an exam is now running a smear campaign against the teacher who caught him. He has been posting false allegations of bias and harassment against the teacher on social media.,Defamation,High
"A local newspaper has published an article ranking the city's schools, which is based on a fake survey. The article has defamed several reputed schools while promoting others that have likely paid for a better ranking.",Defamation,Medium
Someone has created a fake social media profile of a female professor from our college and is posting inappropriate content. This is a disgusting act of character assassination and is causing her immense distress.,Defamation,High
A parent whose child was denied admission has been spreading false rumors that the school's admission process is corrupt. This is a baseless allegation to defame the school's reputation.,Defamation,Medium
"A student has been circulating a doctored audio clip of a professor, making it sound like he is making controversial statements. This is a malicious act of defamation.",Defamation,High
A group of senior students at a college have been extorting money from the first-year students in the name of 'ragging'. They threaten the juniors with physical harm if they refuse to pay.,Extortion,High
"A school teacher has been forcing students to take her private tuitions. She deliberately gives low marks to students who do not join her classes, thereby extorting them indirectly.",Extortion,Medium
A person who runs a student union at the university is demanding a 'commission' from the various vendors and canteens on the campus. He has threatened to have their licenses cancelled if they do not pay.,Extortion,High
A group of people are threatening to file a false complaint of harassment against our school's management unless we give admission to a student they are recommending. This is a form of blackmail.,Extortion,High
"A person is threatening a student with a fake video, claiming it shows them cheating in an exam. He is using this to extort money from the student.",Extortion,High
"A fight broke out between two student groups on the VNSGU campus over a petty issue related to the student elections. The fight escalated, and they used cricket bats and belts to attack each other.",Assault,High
A parent of a student got angry and physically assaulted a school teacher because his son was punished for indiscipline. The parent barged into the staff room and slapped the teacher in front of everyone.,Assault,High
"A school bus driver was attacked by a group of people after he had a minor accident with a car. They pulled him out of the bus and beat him up, in front of all the school children.",Assault,High
"My son is being bullied and physically assaulted by a group of senior students at his school. He has come home with bruises several times, but is scared to complain.",Assault,Medium
"A professor at a college threw a duster at a student for not being able to answer a question, which hit her on the head. This is an unacceptable act of assault.",Assault,Medium
"A group of youths who had failed their exams have vandalized the college property. They have broken windows, damaged furniture, and have thrown ink on the principal's office door.",Mischief,High
Someone has been deliberately damaging the new smart boards that were installed in the classrooms of a school. It seems to be the work of a disgruntled student.,Mischief,Medium
"A group of students, as a prank, released a snake in the school's staff room, causing a major panic and disruption. This was a dangerous and reckless act of mischief.",Mischief,High
Someone has been repeatedly defacing the walls of the college with obscene graffiti and slogans against the management. This is a recurring act of vandalism.,Mischief,Low
"A student who was debarred for misconduct has, as an act of revenge, set fire to a pile of old records in the college's administrative office. It was a serious act of arson.",Mischief,High
A group of outsiders have been trespassing into the college campus after hours to consume alcohol and create a nuisance. They have often been found loitering near the girls' hostel.,Criminal Trespass,Medium
A person who was denied admission has been repeatedly entering the college's administrative office and harassing the staff. He is a trespasser and a potential threat.,Criminal Trespass,Medium
"A rival coaching class has been sending its employees, posing as students, to attend our classes and steal our study materials and teaching methods. This is an unethical act of trespass.",Criminal Trespass,Medium
"The traffic outside a major school in the Vesu area during the pick-up and drop-off times is a major public nuisance. The parents park their cars haphazardly, blocking the entire road and causing huge traffic jams.",Public Nuisance,Medium
"A large number of students from a nearby college gather at a local tea stall, blocking the entire footpath and creating a lot of noise. It has become very difficult for the residents to pass through that area.",Public Nuisance,Low
"A college has been organizing loud cultural events with DJs in their open ground, which continue late into the night. The noise is a major disturbance for the residents of the surrounding area.",Public Nuisance,Medium
My husband is putting extreme pressure on our son to get into IIT. He forces him to study for 16 hours a day and has stopped him from participating in any sports or meeting his friends. He has physically abused him for getting low marks in a mock test.,Domestic Violence,High
"My daughter wants to pursue a career in arts, but my husband is forcing her to take up science. He is emotionally blackmailing her, saying he will not fund her education if she does not follow his choice. The constant pressure is causing her anxiety.",Domestic Violence,High
"My wife and I have different opinions on our child's schooling. She wants to send him to a boarding school, but I am against it. She has been threatening to leave me and take the child away if I don't agree.",Domestic Violence,Medium
My parents-in-law are constantly interfering in my children's upbringing. They criticize my parenting methods and are teaching my children to disrespect me. This is causing a lot of conflict and is harming my children.,Domestic Violence,High
A cyberbullying racket is targeting students in Surat. They are creating morphed pictures of students and then blackmailing them for money. A student from my son's school has become a victim.,Cybercrime,High
A fake online portal is claiming to provide student loans from the government. It is designed to steal the personal and financial data of the students and their parents.,Cybercrime,High
Someone has hacked the social media account of a school principal and is posting controversial and fake notices to create confusion and panic among the students and parents.,Cybercrime,High
An online group is targeting students with a 'scholarship' scam. They ask students to pay a 'processing fee' to apply for a scholarship that does not exist. They have cheated hundreds of students.,Cybercrime,High
A student from my son's school is being harassed by an online stalker. The stalker has somehow got her personal details and is now threatening to harm her.,Cybercrime,High
"A group of robbers have been targeting students who leave late from the tuition classes in the Adajan area. They have robbed several students of their mobile phones, laptops, and cash at knifepoint.",Robbery,High
A student was robbed of his expensive camera and equipment while he was working on a project at the deserted university campus on a holiday.,Robbery,High
A gang of youths robbed a school bus at a secluded spot. They threatened the driver and robbed the students of their mobile phones and valuables.,Robbery,High
"Someone stole my son's new and expensive bicycle from the school's parking lot. The school is refusing to take any responsibility, saying the parking is at the owner's risk.",Theft,Medium
"My daughter's entire bag, containing her books, notes, and a tablet, was stolen from the college library. She had just gone to the washroom for a few minutes.",Theft,High
Someone has been stealing the expensive lab equipment from our college's science lab. It seems to be an insider's job as there is no sign of a forced entry.,Theft,High
My daughter is being severely bullied at school. A group of girls have been mentally and physically harassing her. They have torn her books and have even hit her. She is now too scared to go to school.,Domestic Violence,High
"My husband is forcing our son, who is just a teenager, to work at his diamond polishing unit to save on labor costs. He is depriving our son of his right to education and a normal childhood.",Domestic Violence,High
My wife is obsessed with our son's academic performance. She has put him in three different tuition classes and does not allow him any time to play. She often resorts to corporal punishment if he does not meet her expectations.,Domestic Violence,High
"My family is refusing to fund my daughter's higher education, saying it is a waste of money to educate a girl. They want to use the money for my son's education and my daughter's marriage instead. This is gender discrimination.",Domestic Violence,High
My parents are forcing me to drop out of college and join the family business. They are emotionally blackmailing me and have threatened to stop all financial support if I refuse. I want to build my own career.,Domestic Violence,High
Someone has been repeatedly damaging the water cooler installed for students at a public park. It seems to be a senseless act of vandalism.,Mischief,Medium
A student who was angry with a teacher for a low grade has thrown ink on the teacher's car. The act was caught on the school's CCTV.,Mischief,Low
Someone has been deliberately breaking the windows of a government school that is currently closed for renovations. It is a repeated act of vandalism.,Mischief,Medium
A group of students have been defacing the walls of a historical monument during a college trip. They have scribbled their names on the ancient walls.,Mischief,Low
"My son's school is forcing us to buy a new set of uniforms every year from their designated vendor, even when the old ones are in perfect condition. The uniform is very expensive. This is a form of financial extortion.",Extortion,Medium
A student union leader is forcing the first-year students to buy memberships for their union. He has threatened that those who don't join will be harassed by the seniors.,Extortion,Medium
A teacher at a private college has been asking for expensive gifts from students in exchange for better internal marks. This is a misuse of his position and a form of extortion.,Extortion,Medium
A person is threatening to file a false complaint of ragging against a group of students unless they pay him a certain amount. He is trying to extort money from them.,Extortion,High
A group of people are threatening to stage a protest against our school's fee hike unless the management gives a few free admissions to the students they are recommending. This is blackmail.,Extortion,High
A rival college has been spreading false rumors that our university's degree is not recognized by the UGC. This is a malicious act of defamation to affect our admissions.,Defamation,High
"A student who was expelled for indiscipline has been running a smear campaign against the college director on social media, making baseless allegations of corruption.",Defamation,High
"A local magazine has published a defamatory article about the quality of education at my coaching institute, based on the statement of a single, disgruntled student. The article is completely one-sided.",Defamation,Medium
Someone has been circulating a list of female students' phone numbers from a tuition class in a WhatsApp group with obscene comments. This is a serious case of defamation and harassment.,Defamation,High
"A person has been filing multiple, frivolous RTIs with defamatory questions about our school's finances and administration, just to harass the management.",Defamation,Medium
"A fight broke out between two students in the school playground. One of them hit the other with a cricket bat, causing a serious head injury. The school is trying to hush up the matter.",Assault,High
A school van driver was driving rashly and was confronted by a parent. The driver got aggressive and assaulted the parent. The incident happened in front of all the children.,Assault,Medium
"My daughter was slapped by her teacher for not completing her homework. Corporal punishment is banned, and this is an illegal act of assault.",Assault,Medium
A group of students were involved in a violent clash with another group just outside the college campus. They used chains and knives. One student has been critically injured.,Assault,High
I am a school teacher. A parent whose son I had failed in an exam came to my house and threatened me and my family. His behavior was extremely intimidating.,Criminal Intimidation,High
A senior student at my son's college has been threatening him to do his assignments. He has threatened to get my son beaten up by his friends if he refuses.,Criminal Intimidation,Medium
The management of a college is threatening to fail the students in their internal exams if they participate in a planned protest against the fee hike. This is a way of intimidating the students.,Criminal Intimidation,High
"A person who runs a rival coaching class has been sending me threatening messages, telling me to shut down my new branch in his area. He has threatened to harm my business.",Criminal Intimidation,High
A group of outsiders were found in our college's girls' hostel late at night. They had trespassed into the campus and were harassing the students. This is a major security lapse.,Criminal Trespass,High
"A person has been illegally using the school's playground on Sundays to run his private cricket coaching academy, without any permission from the school management.",Criminal Trespass,Medium
"A large number of auto-rickshaws and vans are parked haphazardly outside a major school in the city, causing a major traffic jam and a safety hazard for the students. This is a daily public nuisance.",Public Nuisance,Medium
"A coaching center in a residential building in Adajan has been creating a lot of nuisance. The students block the parking and the staircase, and the noise from the classes is a constant disturbance.",Public Nuisance,Low
"A college has been organizing a youth festival with loud music that goes on past midnight, in violation of the noise pollution norms. The residents of the area are being greatly inconvenienced.",Public Nuisance,Medium
A person is running a fraudulent scheme where he promises guaranteed government jobs for a large sum of money. He has cheated several unemployed youths in Surat who are desperate for a job.,Fraud,High
A company is selling a 'miracle' educational software that they claim can make any child a genius. They are using deceptive marketing to cheat parents of their hard-earned money.,Fraud,Medium
A fake online portal has been created for the VNSGU university's online admissions. It looks identical to the official one and has been used to cheat many students of their application fees.,Cybercrime,High
My son is being relentlessly cyberbullied by his classmates. They have created a fake social media profile in his name and are posting embarrassing and humiliating content.,Cybercrime,High
"Someone has been sending phishing emails to the staff of our school, disguised as a circular from the principal. The email contains a link that installs malware to steal personal and financial data.",Cybercrime,High
"A person stole my research thesis, which was saved on a computer in the college lab. The thesis is the result of years of my hard work, and I am supposed to submit it next week.",Theft,High
Someone has been stealing expensive reference books from the city's main library by tearing out the security tags. Many important books are now missing.,Theft,Medium
"A student was robbed of his laptop and wallet at knifepoint just outside his college campus. The area has become very unsafe for students, especially in the evening.",Robbery,High
A group of senior students cornered a junior student in the college washroom and robbed him of his new smartphone and the money he had for his fees.,Robbery,Medium
My husband and his family are forcing me to undergo a sex-selective abortion after a prenatal test revealed I am carrying a girl. They have threatened to throw me out of the house if I do not comply. This is illegal and inhuman.,Domestic Violence,High
"I am a victim of marital rape. My husband forces himself on me against my will, claiming it is his right. I feel violated and helpless in my own home. The physical and emotional trauma is immense.",Domestic Violence,High
My in-laws have been harassing me for more dowry since my wedding. They taunt me every day and have recently started hitting me. My husband stays silent and supports his parents. I have bruises on my arms.,Domestic Violence,High
My wife has a severe mental health issue which she and her family hid from me before our marriage. She often becomes violent and has tried to harm herself and me. They are refusing to get her proper medical treatment.,Domestic Violence,High
My husband is addicted to pornography and is now forcing me to enact scenes that I am not comfortable with. He becomes aggressive and emotionally abusive if I refuse. This is taking a toll on my mental health.,Domestic Violence,High
"My brother-in-law (husband's brother) has been sending me lewd and inappropriate messages on WhatsApp. I showed them to my husband, but he is defending his brother and blaming me for 'provoking' him.",Domestic Violence,High
"My husband controls all my finances. He takes my salary, gives me a meager allowance, and demands an account for every rupee. He is financially abusing me and preventing me from having any independence.",Domestic Violence,High
My son and his wife have abandoned my sick husband and me. They have moved to another city and have blocked our numbers. We are old and have no one to take care of our medical and daily needs.,Domestic Violence,High
"My wife has been physically abusing our child for wetting the bed. She uses harsh corporal punishment, like branding him with a hot spoon. I have tried to stop her, but she does it when I am at work.",Domestic Violence,High
I have been diagnosed with a serious illness. My husband and his family are treating me like an outcast and are neglecting my medical needs. They are waiting for me to die. The emotional neglect is unbearable.,Domestic Violence,High
My husband has sold our ancestral home without my consent and has spent the money on his addiction. He has now left me and our children homeless. We have nowhere to go.,Domestic Violence,High
"My wife has been using our child to extort money from me. We are separated, and she has the custody. She threatens that she will not let me see our child unless I give her extra money every month.",Domestic Violence,High
My husband's family is forcing me to follow strict patriarchal customs that I do not believe in. They are restricting my freedom of movement and are forcing me to live a life of subjugation.,Domestic Violence,High
"I have been a victim of constant verbal abuse from my husband for years. He belittles me, insults my family, and criticizes everything I do. The constant emotional abuse has led me into depression.",Domestic Violence,High
"My husband has been taking my gold jewelry and pawning it to fund his failing business, without my permission. He has emotionally blackmailed me to keep quiet about it.",Domestic Violence,High
"My sister's husband has forbidden her from keeping in touch with us after a minor family dispute. He has completely cut her off from her own family, which is a form of emotional abuse and control.",Domestic Violence,High
My wife has a habit of lying and creating misunderstandings between me and my parents. She has successfully poisoned our relationship and has created a very toxic environment at home.,Domestic Violence,High
My son is being harassed by his wife's family. They interfere in their lives and have been mentally torturing my son. They have even threatened him with a false dowry case.,Domestic Violence,High
"My husband and his family are forcing me to take up all the household responsibilities, even though I am also a working professional. They do not provide any support and treat me like a maid.",Domestic Violence,High
My wife is extremely possessive and jealous. She constantly accuses me of having affairs and has created embarrassing scenes at my workplace. Her baseless accusations are ruining my professional life.,Domestic Violence,High
My husband's family did not reveal that he has a serious genetic disorder before our marriage. Now our child has also inherited the disorder. They have deliberately hidden this crucial information.,Domestic Violence,High
"My family is forcing me to marry a man who is much older than me, for their financial benefit. They are treating me like a commodity and have threatened to disown me if I refuse.",Domestic Violence,High
My husband has been secretly using my identity to take out loans. I have been receiving notices from banks for loans that I have no knowledge of. He has put me in a major financial and legal trouble.,Domestic Violence,High
My wife has a habit of threatening to harm our child whenever we have an argument. She uses our child as a shield to get her way. It is a very dangerous and scary situation.,Domestic Violence,High
My in-laws are forcing me to leave my job and become a housewife. They are putting immense pressure on my husband to make me quit. This is a denial of my right to work and have a career.,Domestic Violence,High
Someone stole the expensive water pump that supplies water to our entire apartment building in Adajan. The theft has caused a major water crisis for all the residents.,Theft,High
"I am a textile trader. A person to whom I had sent a large consignment of goods has now claimed that he never received it, even though I have the proof of delivery. He has stolen goods worth lakhs.",Theft,High
"Someone stole my wallet from my bag while I was shopping in a crowded mall. The thief has already used my credit card for multiple transactions, causing a huge financial loss.",Theft,High
"Thieves broke into my house in the afternoon while I was at work. They have stolen all my wife's jewelry, cash, and some important property documents. The loss is immense.",Theft,High
"My scooter was stolen from the designated parking area of my office. I have the CCTV footage, but the thief's face is covered. The scooter was my only mode of transport.",Theft,Medium
"Someone has been stealing the iron drain covers from the streets of our locality. The open drains are a major safety hazard, especially for children and the elderly.",Theft,Medium
"I had given my laptop to a service center for repair. They have stolen the original parts, like the RAM and the hard disk, and have replaced them with old, duplicate ones.",Theft,High
"A person who was staying as a paying guest in my house has fled with my valuables, including a camera and some cash. He has also not paid the rent for the last two months.",Theft,Medium
"Someone stole my mobile phone while I was travelling in a crowded bus. The phone had all my important contacts, data, and access to my bank accounts. This is a major security risk.",Theft,High
"A gang of thieves has been targeting temples and stealing the ancient idols, which are of immense cultural and monetary value. A temple in our area was recently targeted.",Theft,High
I am a farmer. A person with whom I have a land dispute has been stealing the produce from my farm at night. He has caused a significant financial loss.,Theft,Medium
"Someone stole my bag containing my passport and visa documents, just a week before my scheduled international travel. This is a major crisis for me.",Theft,High
"A group of people have been stealing the construction materials, like cement and steel, from the metro construction site at night. This is a theft of public property and is affecting the quality of the work.",Theft,High
I am a doctor. Someone stole my prescription pad from my clinic and is using it to illegally procure prescription drugs. This is a very dangerous misuse.,Theft,High
A person has been stealing the expensive branded clothes that are left out to dry on the balconies of several apartments in my building.,Theft,Low
"A group of robbers, posing as income tax officers, entered my office and conducted a fake raid. They took away all the cash and my laptop, claiming it was part of the investigation. It was a well-planned robbery.",Robbery,High
"I was robbed at gunpoint in my own shop in a busy market area. The robbers came during the closing time, held me hostage, and looted the entire day's cash collection and some valuable items.",Robbery,High
My wife and I were on our way home when our car was stopped by a group of men who had blocked the road with a fallen tree. They were armed and they robbed us of all our valuables.,Robbery,High
A gang of robbers broke into a bank in a rural area near Surat. They used gas cutters to open the vault and looted several lakhs of rupees. They also assaulted the security guard.,Robbery,High
"I was robbed by a group of transgenders on a lonely street. They surrounded me, demanded money, and when I refused, they got aggressive, assaulted me, and snatched my wallet and phone.",Robbery,Medium
A person who had come to my house to deliver a food package pushed his way in when I opened the door. He threatened me with a knife and robbed me of my gold chain and cash.,Robbery,High
"A gang of robbers has been targeting people who are out for a morning walk in the posh areas of the city. They come on high-speed bikes, snatch chains and phones, and disappear.",Robbery,High
I was robbed by the driver and his accomplices in a shared taxi that I had taken from the railway station. They took me to a secluded spot and robbed me of all my luggage and cash.,Robbery,High
A group of robbers broke into a warehouse in an industrial area and held the security guards hostage. They then loaded a truck with the expensive goods stored in the warehouse and fled.,Robbery,High
I was robbed by a group of people who offered me a lift in their car. They were pretending to be a family. They drugged me by offering a spiked drink and then robbed me of all my belongings.,Robbery,High
A person has been spreading false rumors that my diamond business is involved in illegal activities like money laundering. This is a malicious act of defamation to ruin my business.,Defamation,High
"A person who was fired from my company has been sending defamatory emails to my clients, making false allegations about my company's products and services. This is causing a huge loss to my business.",Defamation,High
"A local news channel has been running a defamatory campaign against me, based on a false complaint filed by a rival. They are not presenting my side of the story and are deliberately trying to ruin my reputation.",Defamation,High
